,Create Time,Classification Business,New-Code,Kategori 1 (ID),Kategori 2 (ID),Kategori 3 (ID),ID Background detail- ID,ID Example,ID Pertanyaan Serupa 1-ID,ID Pertanyaan Serupa 2-ID,ID Pertanyaan Serupa 3-ID,ID Pertanyaan Serupa 4-ID,ID Pertanyaan Serupa 5-ID,ID Pertanyaan Serupa 6-ID,ID Pertanyaan Serupa 7-ID,ID Pertanyaan Serupa 8-ID,ID Pertanyaan Serupa 9-ID,ID Pertanyaan Serupa 10-ID,ID Answer,NEW - ANSWER,combined_question
445,2/1/2023,ASI,289-368-525-574,Angsuran dan Pinjaman,cek sisa tagihan Pinjaman yang belum terbayarkan,Pinjaman,Cek sisa tagihan Pinjaman,Bagaimana cara saya cek sisa tagihan Pinjaman yang belum terbayarkan?,Cek sisa tagihan Pinjaman yang harus dibayar di menu apa?,Bagaimana cara cek sisa tagihan Pinjaman?,Sisa tagihan Pinjaman saya berapa lagi?,Berapa sisa tagihan Pinjaman saya sekarang?,Dimana saya bisa cek sisa tagihan Pinjaman?,Null,Null,Null,Null,Null,"Silakan cek tagihan Pinjaman Kakak melalui aplikasi Akulaku. 
Berikut cara untuk mengecek tagihan: 
1. Masuk ke halaman Keuangan.
2. Klik ""Tagihanku"" untuk melihat jumlah/nominal tagihan.",Null,Bagaimana cara saya cek sisa tagihan Pinjaman yang belum terbayarkan? Cek sisa tagihan Pinjaman
446,2/1/2023,AFI,1321-1322-1328-575,SLIK,Pengertian SLIK OJK,SLIK,Pengertian SLIK OJK,"
Apa itu SLIK OJK?
",Apa pengertian SLIK OJK?,Apa SLIK itu?,Apa yang dimaksud dengan SLIK OJK?,SLIK OJK itu apa maksudnya?,Apa pengertian dari SLIK?,Null,Null,Null,Null,Null,"Sistem Layanan Informasi Keuangan atau SLIK OJK adalah Sistem Informasi yang dikelola oleh OJK untuk mendukung pelaksanaan tugas pengawasan dan layanan informasi di bidang keuangan. Apabila kakak pernah mengajukan kredit/pinjaman di Akulaku, maka SLIK OJK menampilkan riwayat kredit kakak.","Kula bantu informasikan SLIK OJK atau BI Checking adalah skor kredit atas riwayat pengajuan kredit atau pinjaman Kakak pada Lembaga Keuangan Bank dan Non-Bank. Apabila Kakak pernah mengajukan kredit/pinjaman di Akulaku, maka SLIK OJK menampilkan riwayat kredit Kakak.","
Apa itu SLIK OJK?
 Pengertian SLIK OJK"
447,2/1/2023,AFI,1321-1323-1329-576,SLIK,Cara mendapatkan SLIK OJK,SLIK,Cara mendapatkan SLIK OJK,Bagaimana cara mendapatkan SLIK OJK?,Bagaimana saya bisa dapatkan SLIK OJK?,Bisakah dikirim SLIK OJK?,Saya mau minta SLIK OJK ,Bagaimana saya bisa dapatkan SLIK?,Darimana SLIK OJK bisa di dapatkan?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Kula bantu informasikan apabila Kakak ingin mendapatkan SLIK OJK atau BI Checking, Kakak dapat mengunjungi tautan berikut:

https://www.ojk.go.id/id/kanal/perbankan/Documents/Pages/Sistem-Layanan-Informasi-Keuangan-SLIK/Tata%20Cara%20Permohonan%20Informasi%20Debitur%20SLIK%20Online%20pada%20Aplikasi%20iDebku.pdf 


Selain itu, jika Kakak mengalami kesulitan dalam proses mendapatkan SLIK OJK Kakak juga dapat menghubungi """"Kontak OJK 157"""" di nomor 157 atau layanan Whatsapp OJK di 081 157 157 157.",Bagaimana cara mendapatkan SLIK OJK? Cara mendapatkan SLIK OJK
448,2/1/2023,AFI,1321-1324-1330-577,SLIK,Akulaku terdaftar di OJK,SLIK,Akulaku terdaftar di OJK,Apakah Akulaku terdaftar dan diawasi oleh OJK?,Apakah Akulaku terdaftar?,Apakah Akulaku udah terdaftar OJK?,Akulaku sudah ada di OJK atau belum?,Akulaku ini sudah terdaftar sama OJK atau engga?,Apakah Akulaku terdaftar OJK?,Null,Null,Null,Null,Null,PT Akulaku Finance Indonesia sudah terdaftar dan diawasi oleh Otoritas Jasa Keuangan (OJK).,Kula bantu informasikan bahwa PT Akulaku Finance Indonesia sudah terdaftar dan diawasi oleh Otoritas Jasa Keuangan (OJK) dan bisa dilihat pada laman resmi OJK di link berikut: https://www.ojk.go.id/id/berita-dan-kegiatan/pengumuman/Pages/OJK-Beri-Izin-Usaha-PT-Akulaku-Finance-Indonesia-setelah-Lakukan-Perubahan-Nama.aspx,Apakah Akulaku terdaftar dan diawasi oleh OJK? Akulaku terdaftar di OJK
449,2/1/2023,AFI,1321-1325-1331-578,SLIK,Laporan SLIK OJK dari Akulaku namun sebenarnya tidak,SLIK,Laporan SLIK OJK tidak sesuai,"Mengapa pelapor yang tertera di SLIK saya bukan berasal dari Akulaku, namun disebutkan bahwa riwayat tagihan tersebut berasal dari Akulaku?",Kenapa pelapor yang tertera di SLIK bukan bersasal dari Akulaku tapi disebutkan dari Akulaku?,Gimana kalau pelaporan di SLIK riwayatnya tidak sesuai disebutkan di Akulaku tapi sebenernya bukan,Bagaimana jika pelapor di SLIK OJK atas nama Akulaku sedangkan bukan berasal dari Akulaku?,Null,Null,Null,Null,Null,Null,Null,"Akulaku bekerjasama dengan beberapa bank, yaitu BNC, Shinhan, OCBC, Ganesha, CTBC, dan Permata. Apabila keterangan pelapor di SLIK Anda tertera salah satu nama bank yang sudah disebutkan, maka terdapat kemungkinan bahwa bank tersebut mewakili tagihan yang dimiliki di Akulaku. Namun, apabila tidak tertera nama bank yang sudah disebutkan di keterangan pelapor, maka dapat dipastikan bahwa tagihan tersebut bukan tagihan Akulaku.","Kula informasikan bahwa Akulaku bekerjasama dengan beberapa bank channeling, yaitu Bank Neo Commerce (BNC), Supra, CTBC, dan Ganesha. Apabila di keterangan pelapor Kakak tertera salah satu nama bank yang sudah disebutkan, maka terdapat kemungkinan bahwa channel tersebut mewakili tagihan Kakak yang dimiliki di Akulaku. Namun, apabila tidak tertera nama bank yang sudah disebutkan di keterangan pelapor, maka dapat dipastikan bahwa tagihan tersebut bukanlah tagihan Akulaku.","Mengapa pelapor yang tertera di SLIK saya bukan berasal dari Akulaku, namun disebutkan bahwa riwayat tagihan tersebut berasal dari Akulaku? Laporan SLIK OJK tidak sesuai"
450,2/1/2023,AFI,1321-1326-1332-579,SLIK,Nominal yang tertera di SLIK tidak sesuai dengan nominal tagihan di Akulaku,SLIK,Nominal tagihan di SLIK OJK dengan Akulaku tidak sesuai,Mengapa nominal yang tertera di SLIK tidak sesuai dengan nominal tagihan saya di Akulaku?,Kenapa nominal tagihan di SLIK OJK dengan aplikasi tidak sesuai?,Tagihan di aplikasi Akulaku dengan yang dilampirkan pada SLIK tidak sama,Kenapa tagihan di SLIK OJK masih belum update tidak sesuai yang ada di aplikasi?,apakah laporan tagihan saya yang lunas sudah di bersihkan,Apakah nama saya sudah di hapus dari slik ojk,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Sebelumnya, mohon maaf ya Kak atas ketidaknyamanannya. Perihal nominal yang tertera di SLIK tidak sesuai dengan nominal tagihan yang Kakak miliki, maka Kula sarankan Kakak untuk dapat menghubungi Kami melalui Live Chat/Hotline di 1500920 agar dapat dibantu proses perubahan oleh tim terkait kami.",Mengapa nominal yang tertera di SLIK tidak sesuai dengan nominal tagihan saya di Akulaku? Nominal tagihan di SLIK OJK dengan Akulaku tidak sesuai
451,2/1/2023,AFI,1321-1327-1333-580,SLIK,Keterangan kolektibilitas pada SLIK tidak sesuai,SLIK,Keterangan kolektibilitas pada SLIK tidak sesuai,Apa yang harus saya lakukan apabila keterangan kolektibilitas pada SLIK saya tidak sesuai dengan riwayat pembayaran yang telah saya lakukan?,Bagaimana jika keterangan kolektibilitas pada SLIK saya tidak sesuai dengan riwayat pembayaran yang telah saya lakukan?,Kenapa bisa keterangan kolektibilitas pada SLIK saya tidak sesuai dengan riwayat pembayaran yang telah saya lakukan?,Kolektibilitas pada SLIK saya tidak sesuai dengan riwayat pembayaran yang telah saya lakukan,Null,Null,Null,Null,Null,Null,Null,"Perlu diketahui, proses pembaruan SLIK membutuhkan waktu sampai dengan 2 bulan. Apabila Kakak telah melakukan pembayaran atas tagihan yang sebelumnya tertunggak, maka keterangan pada SLIK Anda akan  diperbarui di 2 bulan kedepan. Mohon untuk menunggu.","Sebelumnya, mohon maaf ya Kak atas ketidaknyamanannya. Perihal keterangan kolektibilitas pada SLIK yang tidak sesuai dengan riwayat pembayaran yang telah Kakak lakukan, maka Kula sarankan Kakak untuk dapat menghubungi Kami melalui Live Chat/Hotline di 1500920 agar dapat dibantu proses perubahan oleh tim terkait kami.",Apa yang harus saya lakukan apabila keterangan kolektibilitas pada SLIK saya tidak sesuai dengan riwayat pembayaran yang telah saya lakukan? Keterangan kolektibilitas pada SLIK tidak sesuai
452,2/1/2023,ASI,620-642-679-581,Bug,"Otorisasi BPJS/NPWP muncul notif ""Informasi salah""",Bug,"Kendala otorisasi BPJS/NPWP ""Informasi salah""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Informasi yang dimasukan salah, masukan ulang""","Kenapa kata sandi BPJS/NPWP saya salah, padahal yang dimasukan sudah benar",Email dan password NPWP/BPJS saya salah terus,"Kenapa saya tidak bisa menghubungkan NPWP/BPJS, notif yang muncul informasi salah","Kenapa akun NPWP/BPJS tidak bisa dihubungkan, muncul notif informasi yang dimasukan salah","Kenapa saya tidak bisa login NPWP/BPJS, informasikan yang dimasukan salah",Null,Null,Null,Null,Null,"Mohon maaf atas ketidaknyamanannya. Kami informasikan jika akun JMO/BPJSTKU/DJP yang dimasukkan masih belum sesuai, dapat dipastikan terlebih dahulu pada aplikasi JMO/BPJSTKU/DJP. Harap gunakan akun JMO/BPJSTKU/DJP milik pribadi yang masih aktif agar dapat otorisasi dengan lancar.
 
Jika Kakak masih mengalami kendala, dapat klik tombol di bawah ini untuk terhubung dengan Layanan Pelanggan.",Null,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Informasi yang dimasukan salah, masukan ulang"" Kendala otorisasi BPJS/NPWP ""Informasi salah"""
453,2/1/2023,ASI,620-643-680-582,Bug,"Otorisasi BPJS/NPWP muncul notif ""Akun belum diaktifkan""",Bug,"Kendala otorisasi BPJS/NPWP ""Akun belum diaktifkan""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Akun belum diaktifkan, klik Cek Bantuan pada halaman untuk lihat detail""","Kenapa muncul notif ""Akun belum diaktifkan, klik Cek Bantuan pada halaman untuk lihat detail"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif ""Akun belum diaktifkan, klik Cek Bantuan pada halaman untuk melihat detail""",Null,Null,Null,Null,Null,Null,Null,Null,"Mohon maaf atas kendala yang dialami. Untuk kendala tersebut kami sarankan untuk mendaftar di aplikasi JMO/BPJSTKU/DJP terlebih dahulu. Pastikan akun yang terdaftar sudah terverifikasi. Setelah memastikan akun terdaftar dan terverifikasi, silakan lakukan otorisasi ulang pada aplikasi Akulaku.
 
Jika Kakak masih mengalami kendala, dapat klik tombol di bawah ini untuk terhubung dengan Layanan Pelanggan.","Mohon maaf atas kendala yang dialami. Untuk kendala tersebut kami sarankan untuk mendaftar di aplikasi JMO/BPJSTKU/DJP terlebih dahulu. Pastikan akun yang terdaftar sudah terverifikasi. Setelah memastikan akun terdaftar dan terverifikasi, silakan lakukan otorisasi ulang pada aplikasi Akulaku.","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Akun belum diaktifkan, klik Cek Bantuan pada halaman untuk lihat detail"" Kendala otorisasi BPJS/NPWP ""Akun belum diaktifkan"""
454,2/1/2023,ASI,620-644-681-583,Bug,"Otorisasi BPJS/NPWP muncul notif ""Kendala jaringan""",Bug,"Kendala otorisasi BPJS/NPWP ""Kendala jaringan""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Kendala pada jaringan, coba lagi nanti""","Kenapa muncul notif ""Kendala pada jaringan, coba lagi nanti"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif ""Kendala pada jaringan, coba lagi nanti""",Null,Null,Null,Null,Null,Null,Null,Null,"Mohon maaf atas kendala yang terjadi dan mengenai hal ini mohon pastikan jaringan internet yang dimiliki stabil dan terhubung dengan baik. Silakan mencoba secara berkala pada aplikasi Akulaku.
 
Jika Kakak masih mengalami kendala, dapat klik tombol di bawah ini untuk terhubung dengan Layanan Pelanggan.",Mohon maaf atas kendala yang terjadi dan mengenai hal ini mohon pastikan jaringan internet yang dimiliki stabil dan terhubung dengan baik. Silakan mencoba secara berkala pada aplikasi Akulaku.,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Kendala pada jaringan, coba lagi nanti"" Kendala otorisasi BPJS/NPWP ""Kendala jaringan"""
455,2/1/2023,ASI,620-645-682-584,Bug,"Otorisasi BPJS/NPWP muncul notif ""Pengacualian web""",Bug,"Kendala otorisasi BPJS/NPWP ""Pengacualian web""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Pengecualian web""","Kenapa muncul notif ""Pengecualian web"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif ""Pengecualian web""",Null,Null,Null,Null,Null,Null,Null,Null,"Mohon maaf atas kendala yang terjadi dan mengenai hal ini mohon pastikan jaringan internet yang dimiliki stabil dan terhubung dengan baik. Silakan mencoba secara berkala pada aplikasi Akulaku.
 
Jika Kakak masih mengalami kendala, dapat klik tombol di bawah ini untuk terhubung dengan Layanan Pelanggan.",Mohon maaf atas kendala yang terjadi dan mengenai hal ini mohon pastikan jaringan internet yang dimiliki stabil dan terhubung dengan baik. Silakan mencoba secara berkala pada aplikasi Akulaku.,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Pengecualian web"" Kendala otorisasi BPJS/NPWP ""Pengacualian web"""
456,2/1/2023,ASI,620-1742-1743-1174	,Bug,"Kendala Otorisasi BPJS/NPWP notifikasi ""coba kembali 24 jam""",Bug,"Kendala otorisasi BPJS/NPWP ""coba kembali 24 jam""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Kesalahan yang dimasukan melebihi 5 kali, coba kembali setelah 24 jam""","Kenapa muncul notif ""Kesalahan yang dimasukan melebihi 5 kali, coba kembali setelah 24 jam"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif ""Kesalahan yang dimasukan melebihi 5 kali, coba kembali setelah 24 jam""",Null,Null,Null,Null,Null,Null,Null,Null,"Mohon maaf atas kendala yang terjadi. Kami sarankan untuk melakukan otorisasi ulang setelah 24 jam, dan pastikan menggunakan alamat email dan kata sandi yang sesuai dengan akun JMO/BPJSTKU/DJP.
 
Jika Kakak masih mengalami kendala, dapat klik tombol di bawah ini untuk terhubung dengan Layanan Pelanggan.",Null,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Kesalahan yang dimasukan melebihi 5 kali, coba kembali setelah 24 jam"" Kendala otorisasi BPJS/NPWP ""coba kembali 24 jam"""
457,2/1/2023,ASI,620-647-684-586,Bug,"Otorisasi BPJS/NPWP muncul notif ""Penguncian akun""",Bug,"Kendala otorisasi BPJS/NPWP ""Penguncian akun""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Maaf, pengiriman informasi gagal
 Penguncian akun""","Kenapa muncul notif ""Maaf, pengiriman informasi gagal
 Penguncian akun"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif  ""Maaf, pengiriman informasi gagal Penguncian akun""",Null,Null,Null,Null,Null,Null,Null,Null,Mohon maaf atas kendala yang dialami. Kami informasikan bahwa akun JMO/BPJSTKU/DJP saat ini telah terkunci karena ada kesalahan memasukkan email atau kata sandi akun JMO/BPJSTKU/DJP. Kami sarankan agar menghubungi pihak BPJS terlebih dahulu untuk memastikan akun telah kembali normal lalu lakukan otorisasi ulang di aplikasi Akulaku.,Null,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Maaf, pengiriman informasi gagal
 Penguncian akun"" Kendala otorisasi BPJS/NPWP ""Penguncian akun"""
458,2/1/2023,ASI,620-648-685-587,Bug,"Otorisasi BPJS/NPWP muncul notif ""Kata sandi terlalu simpel""",Bug,"Kendala otorisasi BPJS/NPWP ""Kata sandi terlalu simpel""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Kata sandi terlalu simpel, harap ke website resmi kami untuk ubah kata sandi""","Kenapa muncul notif ""Kata sandi terlalu simpel, harap ke website resmi kami untuk ubah kata sandi"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif  ""Kata sandi terlalu simpel, harap ke website resmi kami untuk ubah kata sandi""",Null,Null,Null,Null,Null,Null,Null,Null,Mohon maaf atas kendala yang dialami. Mengenai hal ini kami sarankan agar melakukan perubahan kata sandi terlebih dahulu pada aplikasi JMO/BPJSTKU/DJP lalu lakukan otorisasi ulang di aplikasi Akulaku.,Null,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Kata sandi terlalu simpel, harap ke website resmi kami untuk ubah kata sandi"" Kendala otorisasi BPJS/NPWP ""Kata sandi terlalu simpel"""
459,2/1/2023,ASI,620-649-686-588,Bug,"Otorisasi BPJS/NPWP muncul notif ""System sedang dalam pemeliharaan""",Bug,"Kendala otorisasi BPJS/NPWP ""System sedang dalam pemeliharaan""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""System sedang dalam pemeliharaan, harap coba lagi beberapa saat""","Kenapa muncul notif ""System sedang dalam pemeliharaan, harap coba lagi beberapa saat"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif  ""System sedang dalam pemeliharaan, harap coba lagi beberapa saat""",Null,Null,Null,Null,Null,Null,Null,Null,Mohon maaf atas kendala yang dialami. Saat ini sistem sedang dalam pemeliharaan. Kami sarankan agar melakukan otorisasi beberapa saat lagi.,Null,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""System sedang dalam pemeliharaan, harap coba lagi beberapa saat"" Kendala otorisasi BPJS/NPWP ""System sedang dalam pemeliharaan"""
460,2/1/2023,ASI,620-650-687-589,Bug,"Otorisasi BPJS/NPWP muncul notif ""login ditempat lain""",Bug,"Kendala otorisasi BPJS/NPWP ""login ditempat lain""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Maaf, pengiriman informasi gagal
 login ditempat lain""","Kenapa muncul notif ""Maaf, pengiriman informasi gagal
 login ditempat lain"" pada saat melakukan otorisasi BPJS/NPWP","Saya tidak bisa login terus BPJS/NPWP, muncul notif  """"Maaf, pengiriman informasi gagal login ditempat lain""",Null,Null,Null,Null,Null,Null,Null,Null,Mohon maaf atas kendala yang dialami saat ini. Kami informasikan bahwa akun JMO/BPJSTKU/DJP saat ini dalam status login. Silakan logout akun JMO/BPJSTKU/DJP terlebih dahulu dan setelah itu lakukan otorisasi ulang di aplikasi Akulaku.,Null,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Maaf, pengiriman informasi gagal
 login ditempat lain"" Kendala otorisasi BPJS/NPWP ""login ditempat lain"""
461,2/1/2023,ASI,620-651-688-590,Bug,"Otorisasi BPJS/NPWP muncul notif ""gunakan akun pribadi""",Bug,"Kendala otorisasi BPJS/NPWP ""gunakan akun pribadi""","Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Harap gunakan akun pribadi Anda untuk memberikan otorisasi""","Kenapa muncul  notif ""Harap gunakan akun pribadi Anda untuk memberikan otorisasi"" pada saat melakukan otorisasi BPJS/NPWP","Kenapa selalu gagal menghubungkan NPWP/BPJS, notif yang muncul pengucian akun",Null,Null,Null,Null,Null,Null,Null,Null,"Mohon maaf atas ketidaknyamanannya. Kami informasikan jika informasi akun JMO/BPJSTKU/DJP yang dimasukkan masih belum sesuai, dapat dipastikan terlebih dahulu pada aplikasi JMO/BPJSTKU/DJP. Harap gunakan akun JMO/BPJSTKU/DJP milik pribadi yang masih aktif agar dapat otorisasi dengan lancar.",Null,"Kenapa setelah melakukan otorisasi BPJS/NPWP tertera notif ""Harap gunakan akun pribadi Anda untuk memberikan otorisasi"" Kendala otorisasi BPJS/NPWP ""gunakan akun pribadi"""
462,2/1/2023,ASI,1344-1385-1447-591,Virtual,Cara melakukan pembayaran Pajak PBB,Voucher,Cara pembayaran pajak PBB,Bagaimana cara melakukan pembayaran Pajak PBB di Akulaku?,Bagaimana langkah-langkah pembayaran Pajak PBB di AKulaku?,Gimana cara bayaran Pajak PBB di Akulaku?,Null,Null,Null,Null,Null,Null,Null,Null,"Untuk melakukan pembayaran pajak PBB melalui aplikasi Akulaku dapat mengikuti langkah-langkah berikut : 

1. Masuk ke menu Top Up dan Tagihan di aplikasi Akulaku → Pajak PBB
2. Pada halaman Pajak Bumi dan Bangunan (PBB) Kakak dapat melakukan pengisian data secara lengkap 
3. Masukan NOP / No PBB 
4. Cek kembali tagihan yang akan dibayarkan
5. Pilih Metode Pembayaran yang tersedia.
6. Lakukan pembayaran sesuai metode bayar yang dipilih.
7. Transaksi Selesai.

Untuk informasi terkait dengan tagihan pada Pajak PBB konfirmasikan pada H+1 setelah selesai melakukan transaksi melalui layanan pelanggan di nomor hotline 1500920 dan layanan live chat pada aplikasi Akulaku. ","Sebelumnya, mohon maaf atas ketidaknyamanannya ya, Ka. Kula informasikan perihal pertanyaan Kakak mengenai cara melakukan pembayaran pajak PBB di aplikasi Akulaku, Kula sarankan Kakak dapat mengikuti langkah berikut:

1. Masuk halaman utama Akulaku kemudian klik Top-up Tagihan.
2. Kemudian pada halaman Tagihan klik → Pajak PBB.
3. Pada halaman Pajak Bumi dan Bangunan (PBB) Kakak dapat melakukan pengisian data secara lengkap.
4. Lakukan pengisian NOP (PBB NO.) 
5. Jika sudah melakukan pengisian NOP, kemudian klik → Cek Tagihan 
6. Pilih Metode Pembayaran yang tersedia.
7. Lakukan pembayaran sesuai metode bayar yang dipilih.
8. Transaksi Selesai.",Bagaimana cara melakukan pembayaran Pajak PBB di Akulaku? Cara pembayaran pajak PBB
463,2/1/2023,ASI,1344-1386-1448-592,Virtual,Daerah yang tersedia pembayaran pajak PBB,Voucher,Daerah tersedia pembayaran Pajak PBB,Daerah mana saja yang tersedia Pajak PBB di Akulaku?,Wilayah mana saja yang bisa melakukan pembayaran Pajak PBB di Akulaku,Area mana saja yang tersedia untuk pembayaran Pajak PBB di AKulaku?,Null,Null,Null,Null,Null,Null,Null,Null,"Akulaku menyediakan pembayaran untuk pajak PBB pada daerah Jawa Tengah, Jawa Timur, Kalimantan Barat, Kalimantan Selatan, Kepulauan Riau, Nusa Tenggara Barat, Riau, Sulawesi Barat, Sulawesi Selatan, Sumatra Selatan, Sumatra Utara. Untuk saat ini yang tercatat hanya wilayah tersebut, dan untuk wilayah lain jika sudah selesai pemeliharaan akan terupdate pada Aplikasi Akulaku. ",Null,Daerah mana saja yang tersedia Pajak PBB di Akulaku? Daerah tersedia pembayaran Pajak PBB
464,2/1/2023,ASI,1344-1387-1449-593,Virtual,Pembayaran pajak PBB gagal,Voucher,Gagal pembayaran pajak PBB,Bagaimana jika pembayaran pajak PBB di Akulaku gagal?,Kenapa pembayaran pajak PBB di Akulaku gagal?,Kenapa saya tidak bisa melakukan pembayaran Pajak PBB di AKulaku?,Null,Null,Null,Null,Null,Null,Null,Null,"Untuk pembayaran pajak PBB dengan status gagal maka akan otomatis terbatalkan pada sistem. Dan dana yang sudah dibayarkan akan dilakukan pengembalian dana refund. Silakan mencoba pembayaran kembali secara berkala, jika status masih tetap gagal Anda dapat menghubungi layanan pelanggan di nomor hotline 1500920 dan layanan live chat pada aplikasi Akulaku.","Untuk pembayaran pajak PBB dengan status gagal maka akan otomatis terbatalkan pada sistem. Dan dana yang sudah dibayarkan akan dilakukan pengembalian dana refund. Silakan mencoba pembayaran kembali secara berkala, jika status masih tetap gagal Kakak dapat menghubungi layanan pelanggan di nomor hotline 1500920 dan layanan live chat pada aplikasi Akulaku.",Bagaimana jika pembayaran pajak PBB di Akulaku gagal? Gagal pembayaran pajak PBB
465,2/1/2023,ASI,1344-1388-1450-594,Virtual,Cara melakukan pembayaran Pendidikan,Voucher,Cara pembayaran Pendidikan,Bagaimana cara melakukan pembayaran Pendidikan di Akulaku?,Bagaimana langkah-langkah pembayaran Pendidikan pada Akulaku?,Bagaimana melakukan pembayaran untuk pendidikan pada aplikasi Akulaku?,Null,Null,Null,Null,Null,Null,Null,Null,"Untuk melakukan pembayaran Pendidikan melalui aplikasi Akulaku dapat mengikuti langkah-langkah berikut : 

1. Masuk ke menu Top Up dan Tagihan di aplikasi Akulaku → Biaya Pendidikan
2. Klik ikon Biaya Pendidikan
3. Pilih Jenis Pendidikan (Perguruan tinggi, kursus, sekolah) 
4. Pilih Institute Pendidikan 
5. Masukan Nomor Pelajar atau Nomor Pembayaran
6. Klik Cek Tagihan
7. Pilih Metode Pembayaran
8. Transaksi selesai

Untuk informasi terkait dengan pembayaran Pendidikan konfirmasikan pada H+1 setelah selesai melakukan transaksi melalui layanan pelanggan di nomor hotline 1500920 dan layanan live chat pada aplikasi Akulaku. ","Sebelumnya, mohon maaf atas ketidaknyamanannya ya, Ka. Kula informasikan perihal pertanyaan Kakak mengenai cara melakukan pembayaran Biaya Pendidikan di aplikasi Akulaku, Kula sarankan Kakak dapat mengikuti langkah berikut:

1. Masuk halaman utama Akulaku kemudian klik Top-up Tagihan.
2. Kemudian pada halaman Tagihan klik → Biaya Pendidikan.
3. Pada halaman Biaya Pendidikan Kakak dapat melakukan pengisian data secara lengkap.
4. Lakukan pengisian Jenis Pendidikan, Institusi Pendidikan, dan Nomor Pelajar atau Nomor Pembayaran
5. Jika sudah melakukan pengisian data kemudian klik → Cek Tagihan 
6. Pilih Metode Pembayaran yang tersedia.
7. Lakukan pembayaran sesuai metode bayar yang dipilih.
8. Transaksi Selesai.

Jika tidak mengetahui ID Pelajar atau Kode pembayaran, Kakak dapat klik ⓘ Cara dapat ID pelajar/Kode pembayaran pada bagian bawah Cek Tagihan. Akan diarahkan pada halaman untuk mengetahui cara pembayaran tagihan pendidikan.",Bagaimana cara melakukan pembayaran Pendidikan di Akulaku? Cara pembayaran Pendidikan
466,2/1/2023,ASI,1344-1389-1451-595,Virtual,Pembayaran Sekolah/Universitas yang tersedia di Akulaku,Voucher,Sekolah/Universitas tersedia pembayaran Pendidikan,Sekolah/Universitas mana saja yang tersedia di Akulaku?,Pembayaran Sekolah/Universitas apa saja yang tersedia di Akulaku?,Apakah Sekolah/Universitas saya bisa melakukan pembayaran di AKulaku?,Null,Null,Null,Null,Null,Null,Null,Null,"Saat ini Akulaku menyediakan pembayaran untuk Sekolah, Kursus dan Universitas yang terdapat di Indonesia. Untuk daftar Sekolah/Universitas Anda dapat melakukan pengecekan pada aplikasi Akulaku.","Saat ini Akulaku menyediakan pembayaran untuk Sekolah, Kursus dan Universitas yang terdapat di Indonesia. Untuk daftar Sekolah/Universitas Kakak dapat melakukan pengecekan pada aplikasi Akulaku.",Sekolah/Universitas mana saja yang tersedia di Akulaku? Sekolah/Universitas tersedia pembayaran Pendidikan
